date,station,dchl,cchl,ddo,do,dspm,cspm,ext,sal,tem,no2,no32,nh,po4,dSi,chl_merge,spm_merge,do_merge,din
1969-04-10,6,NA,NA,NA,NA,NA,NA,NA,0.1,13.7,0.7,NA,NA,NA,232,NA,NA,NA,NA
1969-04-11,6,NA,NA,NA,NA,28,NA,NA,0.2,13.95,0.7,NA,NA,NA,232,NA,28,NA,NA
1969-04-11,9,NA,NA,NA,NA,73,NA,NA,0.7,14.3,NA,NA,NA,NA,NA,NA,73,NA,NA
1969-04-11,13,NA,NA,NA,NA,41,NA,NA,7.8,14.25,0.7,NA,NA,1.6,150,NA,41,NA,NA
1969-04-11,15,NA,NA,NA,NA,NA,NA,NA,5.75,14.899999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969-04-11,18,NA,NA,NA,NA,7,NA,NA,11,14.2,0.7,NA,NA,1.3,110,NA,7,NA,NA
1969-04-11,21,NA,NA,NA,NA,NA,NA,NA,12.4,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969-04-11,22,NA,NA,NA,NA,NA,NA,NA,18.5,14.55,0.7,NA,NA,1.3,120,NA,NA,NA,NA
1969-04-11,24,NA,NA,NA,NA,NA,NA,NA,18.4,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969-04-11,30,NA,NA,NA,NA,NA,NA,NA,17.65,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969-04-11,34,NA,NA,NA,NA,NA,NA,NA,15.5,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969-04-11,36,NA,NA,NA,NA,NA,NA,NA,14.5,15.3,NA,NA,NA,5.2,NA,NA,NA,NA,NA
1969-05-22,6,NA,NA,NA,NA,28,NA,NA,0,18.233333333333334,0.7,NA,NA,3.2,233,NA,28,NA,NA
1969-05-22,9,NA,NA,NA,NA,NA,NA,NA,1.1,18.15,1.1,NA,NA,1.6,NA,NA,NA,NA,NA
1969-05-22,13,NA,NA,NA,NA,41,NA,NA,5.233333333333333,17.633333333333333,0.7,NA,NA,3.2,216,NA,41,NA,NA
1969-05-22,15,NA,NA,NA,NA,NA,NA,NA,6.066666666666666,17.400000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969-05-22,18,NA,NA,NA,NA,7,NA,NA,19.733333333333334,14.566666666666666,1.1,NA,NA,3.2,110,NA,7,NA,NA
1969-05-22,21,NA,NA,NA,NA,NA,NA,NA,18.066666666666666,15.033333333333333,1.1,NA,NA,3.2,120,NA,NA,NA,NA
1969-05-22,22,NA,NA,NA,NA,NA,NA,NA,14.7,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969-05-22,24,NA,NA,NA,NA,NA,NA,NA,18.266666666666666,16.333333333333332,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969-05-22,27,NA,NA,NA,NA,NA,NA,NA,19.9,17.733333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969-05-22,30,NA,NA,NA,NA,NA,NA,NA,19.533333333333335,18.366666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969-05-22,32,NA,NA,NA,NA,39,NA,NA,19.366666666666667,18.866666666666667,4.6,NA,NA,9.7,45,NA,39,NA,NA
1969-05-22,34,NA,NA,NA,NA,88,NA,NA,19,18.966666666666665,6.4,NA,NA,13,38,NA,88,NA,NA
1969-05-22,36,NA,NA,NA,NA,115,NA,NA,18.2,19.033333333333335,14,NA,NA,22,35,NA,115,NA,NA
1969-06-19,6,NA,NA,NA,NA,15,NA,NA,0.1,19.6,0.3,NA,NA,1,200,NA,15,NA,NA
1969-06-19,9,NA,NA,NA,NA,35,NA,NA,4,18.45,NA,NA,NA,2.2,175,NA,35,NA,NA
1969-06-19,13,NA,NA,NA,NA,23,NA,NA,8.05,17.75,NA,NA,NA,2.6,130,NA,23,NA,NA
1969-06-19,15,NA,NA,NA,NA,NA,NA,NA,6.9,18.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969-06-19,21,NA,NA,NA,NA,7,NA,NA,16.25,16.35,0.7,NA,NA,2.2,80,NA,7,NA,NA
1969-06-19,22,NA,NA,NA,NA,NA,NA,NA,17.9,16.200000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969-06-19,24,NA,NA,NA,NA,5,NA,NA,20.1,16.75,0.7,NA,NA,2.9,56,NA,5,NA,NA
1969-06-19,30,NA,NA,NA,NA,NA,NA,NA,19.65,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969-06-19,32,NA,NA,NA,NA,9,NA,NA,19.35,20.55,4.3,NA,NA,12.9,73,NA,9,NA,NA
1969-06-19,36,NA,NA,NA,NA,16,NA,NA,18.6,21,25,NA,NA,29,120,NA,16,NA,NA
1969-07-24,6,NA,NA,NA,NA,NA,NA,NA,1.3,21.5,0.01,NA,NA,1.5,158,NA,NA,NA,NA
1969-07-24,9,NA,NA,NA,NA,NA,NA,NA,7.566666666666666,20,1,NA,NA,1.5,88,NA,NA,NA,NA
1969-07-24,13,NA,NA,NA,NA,NA,NA,NA,18.633333333333333,18.866666666666667,1,NA,NA,1.5,17,NA,NA,NA,NA
1969-07-24,15,NA,NA,NA,NA,NA,NA,NA,20.966666666666665,18.366666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969-07-24,21,NA,NA,NA,NA,NA,NA,NA,26,16.933333333333334,0.5,NA,NA,3.2,38,NA,NA,NA,NA
1969-07-24,22,NA,NA,NA,NA,NA,NA,NA,25.3,17.533333333333335,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969-07-24,24,NA,NA,NA,NA,NA,NA,NA,24.833333333333332,19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969-07-24,30,NA,NA,NA,NA,NA,NA,NA,21.933333333333334,22.933333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969-07-24,32,NA,NA,NA,NA,NA,NA,NA,21.6,23.233333333333334,3,NA,NA,17,120,NA,NA,NA,NA
1969-07-24,34,NA,NA,NA,NA,NA,NA,NA,21.4,23.2,4,NA,NA,19,111,NA,NA,NA,NA
1969-07-24,36,NA,NA,NA,NA,NA,NA,NA,20.566666666666666,23.533333333333335,7,NA,NA,27,135,NA,NA,NA,NA
1969-08-28,3,NA,NA,NA,NA,83,NA,NA,0.8,21.133333333333333,0.4,NA,NA,3,163,NA,83,NA,NA
1969-08-28,6,NA,NA,NA,NA,166,NA,NA,3.566666666666667,20.4,0.6,NA,NA,NA,66,NA,166,NA,NA
1969-08-28,9,NA,NA,NA,NA,NA,NA,NA,7.966666666666667,20,1.1,NA,NA,2.5,40,NA,NA,NA,NA
1969-08-28,13,NA,NA,NA,NA,23,NA,NA,20.633333333333333,19.46666666666667,1.5,NA,NA,2.5,30,NA,23,NA,NA
1969-08-28,15,NA,NA,NA,NA,NA,NA,NA,24.5,18.966666666666665,1.4,NA,NA,3,37,NA,NA,NA,NA
1969-08-28,21,NA,NA,NA,NA,6,NA,NA,30.666666666666668,15.7,0.8,NA,NA,3,30,NA,6,NA,NA
1969-08-28,24,NA,NA,NA,NA,5,NA,NA,29.5,17.166666666666668,1,NA,NA,3,27,NA,5,NA,NA
1969-08-28,30,NA,NA,NA,NA,NA,NA,NA,26.450000000000003,20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969-08-28,32,NA,NA,NA,NA,33,NA,NA,26.1,21.6,1.3,NA,NA,18.7,NA,NA,33,NA,NA
1969-08-28,34,NA,NA,NA,NA,43,NA,NA,24.6,22.1,2.1,NA,NA,24.2,133,NA,43,NA,NA
1969-08-28,36,NA,NA,NA,NA,9,NA,NA,23.75,21.9,3.8,NA,NA,32.3,158,NA,9,NA,NA
1969-10-02,3,NA,NA,NA,NA,49,NA,NA,0.8,20,0.43,NA,NA,3.2,NA,NA,49,NA,NA
1969-10-02,6,NA,NA,NA,NA,84,NA,NA,0.9,19.666666666666668,1.1,NA,NA,2.6,120,NA,84,NA,NA
1969-10-02,9,NA,NA,NA,NA,NA,NA,NA,7.233333333333333,19.266666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969-10-02,13,NA,NA,NA,NA,25,NA,NA,20.53333333333333,18.566666666666666,1.4,NA,NA,3.2,53,NA,25,NA,NA
1969-10-02,15,NA,NA,NA,NA,11,NA,NA,23.3,18.2,1.5,NA,NA,3.2,46,NA,11,NA,NA
1969-10-02,21,NA,NA,NA,NA,6,NA,NA,30.099999999999998,16.633333333333333,1.1,NA,NA,3.2,37,NA,6,NA,NA
1969-10-02,32,NA,NA,NA,NA,58,NA,NA,28.966666666666665,20.466666666666665,2.8,NA,NA,19.3,100,NA,58,NA,NA
1969-10-02,34,NA,NA,NA,NA,34,NA,NA,28.566666666666666,20.066666666666666,4.3,NA,NA,22.5,120,NA,34,NA,NA
1969-10-02,36,NA,NA,NA,NA,18,NA,NA,27.366666666666667,20.9,8.6,NA,NA,32.2,143,NA,18,NA,NA
1969-12-19,3,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969-12-19,6,NA,NA,NA,NA,NA,NA,NA,7.4,10.4,0.71,NA,NA,2,216,NA,NA,NA,NA
1969-12-19,9,NA,NA,NA,NA,NA,NA,NA,14.5,10.7,1.07,NA,NA,2,130,NA,NA,NA,NA
1969-12-19,13,NA,NA,NA,NA,NA,NA,NA,25.7,11.2,1.07,NA,NA,3.2,92,NA,NA,NA,NA
1969-12-19,15,NA,NA,NA,NA,NA,NA,NA,23.5,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969-12-19,21,NA,NA,NA,NA,NA,NA,NA,27.3,11.2,1.43,NA,NA,4.5,72,NA,NA,NA,NA
1969-12-19,30,NA,NA,NA,NA,NA,NA,NA,27.8,11.3,2.86,NA,NA,12.9,NA,NA,NA,NA,NA
1969-12-19,32,NA,NA,NA,NA,NA,NA,NA,25.4,11.4,9.28,NA,NA,24.2,120,NA,NA,NA,NA
1969-12-19,34,NA,NA,NA,NA,NA,NA,NA,24.7,11.5,11.14,NA,NA,28.7,125,NA,NA,NA,NA
1969-12-19,36,NA,NA,NA,NA,NA,NA,NA,24.7,11.5,14.29,NA,NA,33.6,130,NA,NA,NA,NA
1970-01-27,13,NA,NA,NA,NA,NA,NA,NA,0.1,11.3,0.71,NA,NA,1.6,238,NA,NA,NA,NA
1970-01-27,15,NA,NA,NA,NA,NA,NA,NA,0.4,11.3,0.71,NA,NA,2.2,241,NA,NA,NA,NA
1970-01-27,21,NA,NA,NA,NA,NA,NA,NA,5.3,11.2,NA,NA,NA,2.6,205,NA,NA,NA,NA
1970-01-27,22,NA,NA,NA,NA,NA,NA,NA,5.3,12.2,0.86,NA,NA,NA,NA,NA,NA,NA,NA
1970-01-27,24,NA,NA,NA,NA,NA,NA,NA,10.4,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970-01-27,30,NA,NA,NA,NA,NA,NA,NA,13.5,12.8,2,NA,NA,5.2,113,NA,NA,NA,NA
1970-01-27,32,NA,NA,NA,NA,NA,NA,NA,15.5,12.9,3.28,NA,NA,7.7,105,NA,NA,NA,NA
1970-01-27,34,NA,NA,NA,NA,NA,NA,NA,16.6,13,7.86,NA,NA,15.8,100,NA,NA,NA,NA
1970-01-27,36,NA,NA,NA,NA,NA,NA,NA,15.6,13.2,12.5,NA,NA,23.6,135,NA,NA,NA,NA
1970-02-12,9,NA,NA,NA,NA,234,NA,NA,0,11.3,NA,NA,NA,NA,NA,NA,234,NA,NA
1970-02-12,13,NA,NA,NA,NA,121,NA,NA,8.35,11.8,NA,NA,NA,NA,NA,NA,121,NA,NA
1970-02-12,15,NA,NA,NA,NA,57,NA,NA,4.6,11.6,NA,NA,NA,NA,NA,NA,57,NA,NA
1970-02-12,32,NA,NA,NA,NA,20,NA,NA,11.8,13.6,NA,NA,NA,NA,NA,NA,20,NA,NA
1970-02-12,34,NA,NA,NA,NA,18,NA,NA,11.3,13.4,NA,NA,NA,NA,NA,NA,18,NA,NA
1970-02-12,36,NA,NA,NA,NA,16,NA,NA,11,13.6,NA,NA,NA,NA,NA,NA,16,NA,NA
1970-06-06,6,NA,NA,NA,NA,NA,NA,NA,6.9,21.3,NA,3.3,NA,1.7,NA,NA,NA,NA,NA
1970-06-06,9,NA,NA,NA,NA,NA,NA,NA,11.9,20.2,NA,3.4,NA,2.4,21,NA,NA,NA,NA
1970-06-06,13,NA,NA,NA,NA,NA,NA,NA,23.3,19.7,NA,7,NA,3.3,14,NA,NA,NA,NA
1970-06-06,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,NA,3.8,20,NA,NA,NA,NA
1970-06-06,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6,NA,4.4,NA,NA,NA,NA,NA
1970-06-06,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.6,NA,12.4,84,NA,NA,NA,NA
1970-06-06,32,NA,NA,NA,NA,NA,NA,NA,26.5,21.4,NA,39.1,NA,16.6,95,NA,NA,NA,NA
1970-06-06,34,NA,NA,NA,NA,NA,NA,NA,28.5,22.5,NA,46.5,NA,22.4,99,NA,NA,NA,NA
1970-06-06,36,NA,NA,NA,NA,NA,NA,NA,NA,21.5,NA,56.8,NA,29.9,117,NA,NA,NA,NA
1970-07-31,3,NA,NA,NA,NA,NA,NA,NA,3.2,20.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970-07-31,6,NA,NA,NA,NA,NA,NA,NA,6.6,19.9,NA,10.4,NA,1.9,NA,NA,NA,NA,NA
1970-07-31,9,NA,NA,NA,NA,NA,NA,NA,14.9,19,NA,8.3,NA,1.7,NA,NA,NA,NA,NA
1970-07-31,13,NA,NA,NA,NA,NA,NA,NA,26.3,18,NA,24.6,NA,3.5,NA,NA,NA,NA,NA
1970-07-31,15,NA,NA,NA,NA,NA,NA,NA,30,17,NA,NA,NA,4,NA,NA,NA,NA,NA
1970-07-31,21,NA,NA,NA,NA,NA,NA,NA,32.1,15.8,NA,19.8,NA,3.7,NA,NA,NA,NA,NA
1970-07-31,22,NA,NA,NA,NA,NA,NA,NA,31.2,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970-07-31,24,NA,NA,NA,NA,NA,NA,NA,31.5,18.2,NA,22.8,NA,5.2,NA,NA,NA,NA,NA
1970-07-31,30,NA,NA,NA,NA,NA,NA,NA,30.5,20.8,NA,29.6,NA,14.4,NA,NA,NA,NA,NA
1970-07-31,32,NA,NA,NA,NA,NA,NA,NA,30.5,20.9,NA,33.9,NA,15.8,NA,NA,NA,NA,NA
1970-07-31,34,NA,NA,NA,NA,NA,NA,NA,28.8,21.4,NA,50.2,NA,29.2,NA,NA,NA,NA,NA
1970-07-31,36,NA,NA,NA,NA,NA,NA,NA,28.2,21.3,NA,56,NA,34.8,NA,NA,NA,NA,NA
1970-09-29,30,NA,NA,NA,NA,NA,NA,NA,31.3,19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970-09-29,32,NA,NA,NA,NA,NA,NA,NA,31.5,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970-09-29,34,NA,NA,NA,NA,NA,NA,NA,31.1,21.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970-09-29,36,NA,NA,NA,NA,NA,NA,NA,30.4,21.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970-09-30,30,NA,NA,NA,NA,NA,NA,NA,31,20,NA,17.9,NA,12.8,64,NA,NA,NA,NA
1970-09-30,32,NA,NA,NA,NA,NA,NA,NA,31.5,20.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970-09-30,34,NA,NA,NA,NA,NA,NA,NA,30.4,21.2,NA,23.1,NA,19.6,86,NA,NA,NA,NA
1970-09-30,36,NA,NA,NA,NA,NA,NA,NA,30.8,21.2,NA,36.6,NA,27.7,100,NA,NA,NA,NA
1970-10-01,6,NA,NA,NA,NA,71,NA,NA,4.1,19.4,NA,9.4,NA,2.2,97,NA,71,NA,NA
1970-10-01,9,NA,NA,NA,NA,NA,NA,NA,12.4,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970-10-01,13,NA,NA,NA,NA,NA,NA,NA,22.5,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970-10-01,15,NA,NA,NA,NA,NA,NA,NA,25.8,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970-10-01,21,NA,NA,NA,NA,6,NA,NA,30.5,14.7,NA,17.8,NA,NA,44,NA,6,NA,NA
1970-10-01,22,NA,NA,NA,NA,NA,NA,NA,29.7,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970-10-01,24,NA,NA,NA,NA,NA,NA,NA,29.7,17.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970-10-01,30,NA,NA,NA,NA,NA,NA,NA,31.5,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970-10-02,3,NA,NA,NA,NA,NA,NA,NA,0.8,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970-10-02,6,NA,NA,NA,NA,NA,NA,NA,7,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970-10-02,9,NA,NA,NA,NA,NA,NA,NA,13.1,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970-10-02,13,NA,NA,NA,NA,NA,NA,NA,23.9,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970-10-02,15,NA,NA,NA,NA,NA,NA,NA,24.9,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970-10-02,21,NA,NA,NA,NA,NA,NA,NA,30,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970-10-02,22,NA,NA,NA,NA,NA,NA,NA,28.8,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970-10-02,24,NA,NA,NA,NA,NA,NA,NA,28.7,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970-12-23,6,NA,NA,NA,NA,NA,NA,NA,0,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970-12-23,9,NA,NA,NA,NA,NA,NA,NA,5.4,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970-12-23,13,NA,NA,NA,NA,6,NA,NA,13.2,8.9,NA,NA,NA,NA,NA,NA,6,NA,NA
1970-12-23,15,NA,NA,NA,NA,NA,NA,NA,10.7,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970-12-23,21,NA,NA,NA,NA,NA,NA,NA,18,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970-12-23,22,NA,NA,NA,NA,6,NA,NA,19,10.1,NA,22.9,NA,3.8,NA,NA,6,NA,NA
1970-12-23,24,NA,NA,NA,NA,6,NA,NA,17.4,10,NA,24.5,NA,4,NA,NA,6,NA,NA
1970-12-23,27,NA,NA,NA,NA,NA,NA,NA,19.8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970-12-23,30,NA,NA,NA,NA,11,NA,NA,20.4,10,NA,NA,NA,NA,NA,NA,11,NA,NA
1970-12-23,32,NA,NA,NA,NA,3,NA,NA,19.85,9.5,NA,52,NA,16.3,NA,NA,3,NA,NA
1970-12-23,34,NA,NA,NA,NA,NA,NA,NA,19.25,9.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970-12-23,36,NA,NA,NA,NA,NA,NA,NA,18.35,9.5,NA,62.3,NA,22.5,NA,NA,NA,NA,NA
1971-03-02,3,NA,NA,NA,NA,NA,NA,NA,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971-03-02,6,NA,NA,NA,NA,NA,NA,NA,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971-03-02,9,NA,NA,NA,NA,NA,NA,NA,12,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971-03-02,13,NA,NA,NA,NA,NA,NA,NA,17.5,9.2,NA,25.6,NA,3.3,NA,NA,NA,NA,NA
1971-03-02,15,NA,NA,NA,NA,NA,NA,NA,14.2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971-03-02,22,NA,NA,NA,NA,NA,NA,NA,26,10,NA,26.5,NA,4.3,NA,NA,NA,NA,NA
1971-03-02,24,NA,NA,NA,NA,NA,NA,NA,24.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971-03-02,30,NA,NA,NA,NA,NA,NA,NA,20.8,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971-03-02,32,NA,NA,NA,NA,NA,NA,NA,19.5,9,NA,62.9,NA,14.4,NA,NA,NA,NA,NA
1971-03-02,36,NA,NA,NA,NA,NA,NA,NA,18.5,8.8,NA,72.6,NA,23.3,NA,NA,NA,NA,NA
1971-05-13,6,NA,NA,10,NA,NA,NA,NA,0.9,16,NA,1.2,NA,1.4,221,NA,NA,10,NA
1971-05-13,9,NA,NA,9,NA,NA,NA,NA,5.5,15.5,NA,6.9,NA,2.3,196,NA,NA,9,NA
1971-05-13,13,NA,NA,9.2,NA,NA,NA,NA,15.8,15.5,NA,15,NA,2.8,153,NA,NA,9.2,NA
1971-05-13,15,NA,NA,9.3,NA,NA,NA,NA,18.3,14.8,NA,15.3,NA,3,148,NA,NA,9.3,NA
1971-05-13,21,NA,NA,9,NA,NA,NA,NA,23,14.5,NA,NA,NA,NA,NA,NA,NA,9,NA
1971-05-13,22,NA,NA,8.9,NA,NA,NA,NA,25.5,13,NA,NA,NA,NA,NA,NA,NA,8.9,NA
1971-05-13,24,NA,NA,8.3,NA,NA,NA,NA,25.8,14.5,NA,18.3,NA,4.3,83,NA,NA,8.3,NA
1971-05-13,30,NA,NA,8.1,NA,NA,NA,NA,23.6,16.3,NA,NA,NA,NA,68,NA,NA,8.1,NA
1971-05-13,32,NA,NA,8,NA,NA,NA,NA,23,17.5,NA,NA,NA,NA,56,NA,NA,8,NA
1971-05-13,34,NA,NA,8,NA,NA,NA,NA,22.9,17.5,NA,37.1,NA,16,66,NA,NA,8,NA
1971-05-13,36,NA,NA,7.8,NA,NA,NA,NA,22.5,17.5,NA,NA,NA,NA,NA,NA,NA,7.8,NA
1971-06-29,15,NA,NA,NA,NA,NA,NA,NA,17.6,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971-06-29,21,NA,NA,NA,NA,NA,NA,NA,27.8,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971-06-29,22,NA,NA,NA,NA,NA,NA,NA,27.7,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971-06-29,24,NA,NA,NA,NA,NA,NA,NA,27.2,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971-06-30,3,NA,NA,8.8,NA,44,NA,NA,0.2,20.2,NA,3.2,NA,1.5,219,NA,44,8.8,NA
1971-06-30,6,NA,NA,9.6,NA,8,NA,NA,1.1,20.5,NA,NA,NA,NA,NA,NA,8,9.6,NA
1971-06-30,9,NA,NA,9.2,NA,NA,NA,NA,6.1,20.1,NA,NA,NA,NA,NA,NA,NA,9.2,NA
1971-06-30,13,NA,NA,8.9,NA,NA,NA,NA,13.2,19.4,NA,NA,NA,NA,NA,NA,NA,8.9,NA
1971-06-30,15,NA,NA,9.7,NA,NA,NA,NA,17.1,18.3,NA,NA,NA,NA,NA,NA,NA,9.7,NA
1971-06-30,21,NA,NA,8,NA,NA,NA,NA,27.7,15.5,NA,22.8,NA,4.6,88,NA,NA,8,NA
1971-06-30,22,NA,NA,8.1,NA,NA,NA,NA,28.2,15.5,NA,NA,NA,NA,NA,NA,NA,8.1,NA
1971-06-30,24,NA,NA,9.5,NA,NA,NA,NA,27.6,16.7,NA,NA,NA,NA,NA,NA,NA,9.5,NA
1971-06-30,30,NA,NA,9.1,NA,10,NA,NA,26.4,19.6,NA,25.5,NA,11.4,NA,NA,10,9.1,NA
1971-06-30,32,NA,NA,9.9,NA,15,NA,NA,26.4,19.9,NA,17.7,NA,12,NA,NA,15,9.9,NA
1971-06-30,34,NA,NA,9.4,NA,2,NA,NA,25.8,20.1,NA,31.3,NA,17.8,NA,NA,2,9.4,NA
1971-06-30,36,NA,NA,8.7,NA,10,NA,NA,24.8,20.3,NA,66.6,NA,33.9,116,NA,10,8.7,NA
1971-08-02,3,NA,NA,8.6,NA,NA,NA,NA,1.2,21.8,NA,NA,NA,NA,NA,NA,NA,8.6,NA
1971-08-02,6,NA,NA,9.3,NA,NA,NA,NA,7.4,21,NA,NA,NA,NA,NA,NA,NA,9.3,NA
1971-08-02,9,NA,NA,8.5,NA,NA,NA,NA,13,20,NA,NA,NA,NA,NA,NA,NA,8.5,NA
1971-08-02,13,NA,NA,8,NA,NA,NA,NA,24.3,18.2,NA,NA,NA,NA,NA,NA,NA,8,NA
1971-08-02,15,NA,NA,8.4,NA,NA,NA,NA,25.9,18.2,NA,NA,NA,NA,NA,NA,NA,8.4,NA
1971-08-03,3,NA,NA,7.6,NA,NA,NA,NA,0.4,21.8,NA,2.1,NA,2.2,210,NA,NA,7.6,NA
1971-08-03,6,NA,NA,7.5,NA,97,NA,NA,6.45,20.65,NA,3.8499999999999996,NA,3.8499999999999996,99.45,NA,97,7.5,NA
1971-08-03,9,NA,NA,8.100000000000001,NA,27,NA,NA,13.9,20.6,NA,13.3,NA,2.25,90.9,NA,27,8.100000000000001,NA
1971-08-03,13,NA,NA,7.4,NA,1,NA,NA,24.1,18.2,NA,21.4,NA,4.5,93.3,NA,1,7.4,NA
1971-08-03,15,NA,NA,7.15,NA,NA,NA,NA,25.3,18.2,NA,19.6,NA,3.8499999999999996,82.9,NA,NA,7.15,NA
1971-08-04,21,NA,NA,7.8,NA,11,NA,NA,29.2,17.5,NA,21.2,NA,5.4,71.6,NA,11,7.8,NA
1971-08-04,22,NA,NA,7.8,NA,NA,NA,NA,29.4,17.5,NA,20.8,NA,5,71.3,NA,NA,7.8,NA
1971-08-04,24,NA,NA,7.8,NA,NA,NA,NA,29.2,17.5,NA,18.5,NA,6,79,NA,NA,7.8,NA
1971-08-04,27,NA,NA,7.8,NA,6,NA,NA,28.6,19.6,NA,18.8,NA,8.4,83.7,NA,6,7.8,NA
1971-08-04,30,NA,NA,7.4,NA,13,NA,NA,28,21,NA,16.2,NA,11.9,75.7,NA,13,7.4,NA
1971-08-04,32,NA,NA,7.3,NA,9,NA,NA,27.8,22,NA,21.4,NA,14.8,79.5,NA,9,7.3,NA
1971-08-04,34,NA,NA,7,NA,8,NA,NA,26.3,22.5,NA,39.5,NA,24.3,96.6,NA,8,7,NA
1971-08-04,36,NA,NA,6.3,NA,12,NA,NA,25.6,22.5,NA,56.6,NA,32.3,101,NA,12,6.3,NA
1971-09-13,21,NA,NA,7.4,NA,NA,NA,NA,27.7,18.5,NA,14.1,NA,4,73,NA,NA,7.4,NA
1971-09-13,22,NA,NA,7.3,NA,NA,NA,NA,28.4,18,NA,14.4,NA,4,70,NA,NA,7.3,NA
1971-09-13,24,NA,NA,7.3,NA,NA,NA,NA,27.9,20,NA,NA,NA,NA,NA,NA,NA,7.3,NA
1971-09-13,27,NA,NA,7.1,NA,NA,NA,NA,29.4,21,NA,19.6,NA,8.3,101,NA,NA,7.1,NA
1971-09-13,30,NA,NA,7,NA,NA,NA,NA,28.9,23,NA,30.7,NA,18.5,122,NA,NA,7,NA
1971-09-13,32,NA,NA,7.1,NA,NA,NA,NA,28.4,23.8,NA,39.2,NA,23.7,129,NA,NA,7.1,NA
1971-09-13,34,NA,NA,6.8,NA,NA,NA,NA,28.1,24.5,NA,54.5,NA,32.7,136,NA,NA,6.8,NA
1971-09-13,36,NA,NA,6.3,NA,NA,NA,NA,26.5,24.5,NA,61,NA,37.6,139,NA,NA,6.3,NA
