date,station,dchl,cchl,ddo,do,dspm,cspm,ext,sal,tem,no2,no32,nh,po4,dSi,chl_merge,spm_merge,do_merge,din
1998-05-14,30,6.8,5.8,NA,NA,24,27,2.1,18.343333333333334,16.043333333333333,1.01,18.25,8.37,4.74,84.89,6.033333333333333,26,NA,26.619999999999997
1998-05-14,32,5,5.366666666666666,NA,NA,45.8,30,2.4,17.826666666666668,15.946666666666667,1.13,22.58,8.88,5.27,88.71,5.266666666666667,35.93333333333333,NA,31.46
1998-05-14,34,NA,5.133333333333333,NA,NA,NA,39.333333333333336,3.1,16.456666666666667,15.836666666666666,NA,NA,NA,NA,NA,5.133333333333333,39.333333333333336,NA,NA
1998-05-14,36,5.5,8.066666666666666,NA,NA,141,143,7.1,16.006666666666668,15.85,1.98,49.81,12.59,8.35,112.37,7.233333333333333,142.33333333333334,NA,62.400000000000006
1998-05-19,3,2.2,2,NA,NA,34.4,25.666666666666668,2.2,0.08,16.2,0.43,22.18,4.55,1.5,235.46,2.066666666666667,28.466666666666665,NA,26.73
1998-05-19,6,2.3,2.1333333333333333,NA,NA,26.4,27,2,0.08,15.583333333333334,0.42,20.44,4.22,1.31,240.28,2.1999999999999997,26.8,NA,24.66
1998-05-19,9,8,8.033333333333333,NA,NA,91.9,93.66666666666667,7.1,0.73,15.9,0.54,20.96,4.56,1.47,236.37,8.033333333333333,93.63333333333334,NA,25.52
1998-05-19,13,11.8,13.266666666666667,NA,NA,28.7,34.333333333333336,2.2,8.323333333333332,15.950000000000001,0.6,16.56,3.22,1.41,183.97,12.766666666666667,32.56666666666666,NA,19.779999999999998
1998-05-19,15,10.5,12.366666666666667,NA,NA,NA,23.333333333333332,1.8,8.716666666666667,16.35666666666667,0.56,14.33,1.49,1.23,168.76,11.766666666666666,23.333333333333332,NA,15.82
1998-05-19,18,4.8,3.1333333333333333,NA,NA,11.3,11.666666666666666,0.8,18.10333333333333,15.056666666666667,0.45,11.38,3.03,1.29,118.05,3.6,11.433333333333334,NA,14.41
1998-05-19,21,5.2,4.833333333333333,NA,NA,2.9,2,0.7,20.53,15.38,0.38,6.5,4.69,1.34,86.89,5,2.3,NA,11.190000000000001
1998-05-19,22,NA,3.166666666666667,NA,NA,NA,2.6666666666666665,0.6,21.166666666666668,14.89,0.41,6.97,7.12,1.28,84.43,3.166666666666667,2.6666666666666665,NA,14.09
1998-05-19,24,5.1,4.533333333333333,NA,NA,2.7,2.6666666666666665,0.7,20.31,15.27,0.41,6.49,5.48,1.36,88.67,4.733333333333333,2.566666666666667,NA,11.97
1998-05-19,27,5.4,4.533333333333333,NA,NA,5.2,5,0.9,20.05,16.55,0.54,6.37,4,2.31,86.91,4.833333333333333,5.066666666666666,NA,10.370000000000001
1998-05-19,30,3.7,3.433333333333333,NA,NA,9.3,9.333333333333334,1.3,18.65,16.34,1.19,17.76,8.97,4.53,95.61,3.533333333333333,9.433333333333334,NA,26.730000000000004
1998-05-19,32,2.6,2.833333333333333,NA,NA,16.5,17.333333333333332,1.7,18.046666666666667,16.69,1.26,22.29,8.81,5.38,102.23,2.7666666666666666,17.166666666666668,NA,31.1
1998-05-19,34,NA,3.3666666666666667,NA,NA,NA,27,2.3,17.073333333333334,16.653333333333332,1.76,34.65,11.12,6.81,114.23,3.3666666666666667,27,NA,45.769999999999996
1998-05-19,36,2.8,3.933333333333333,NA,NA,65.6,66.33333333333333,4.3,16.043333333333333,16.166666666666668,2.27,50.51,14.12,8.77,129.27,3.5666666666666664,66.53333333333333,NA,64.63
1998-05-19,649,2.8,2.1,NA,NA,23.1,23,1.8,0.06,14.7,0.23,12.58,4.42,0.89,259.44,2.3333333333333335,23.033333333333335,NA,17
1998-05-19,657,2.5,2.1,NA,NA,28.2,28.333333333333332,2.4,0.08,15.076666666666666,0.39,17.37,5.47,0.93,257.73,2.2333333333333334,28.4,NA,22.84
1998-06-02,21,4.6,3.9333333333333336,8.4,8.366666666666667,5.3,4,0.7,19.673333333333332,16.28333333333333,NA,NA,NA,NA,NA,4.066666666666666,4.433333333333334,8.366666666666667,NA
1998-06-02,22,NA,4,NA,8.066666666666666,NA,5,0.7,19.88,16.3,NA,NA,NA,NA,NA,4,5,8.066666666666666,NA
1998-06-02,24,5.4,4.966666666666667,NA,8.6,3,4.333333333333333,0.7,19.57,16.38,NA,NA,NA,NA,NA,5.1000000000000005,4,8.6,NA
1998-06-02,27,3.3,3.5,7.7,7.566666666666666,2.2,3.3333333333333335,0.7,20.196666666666665,17.416666666666668,NA,NA,NA,NA,NA,3.433333333333333,3.066666666666667,7.6,NA
1998-06-02,30,4.2,4.2,NA,7.3,7.4,8,1.2,18.706666666666667,17.613333333333333,NA,NA,NA,NA,NA,4.2,7.8,7.3,NA
1998-06-02,32,2.5,2.8,NA,6.8,18.8,15,1.7,17.676666666666666,18.12,NA,NA,NA,NA,NA,2.7,16.266666666666666,6.8,NA
1998-06-02,34,NA,2.3666666666666667,NA,6.8,NA,28,2.7,16.44,17.91,NA,NA,NA,NA,NA,2.3666666666666667,28,6.8,NA
1998-06-02,36,2.1,2.3666666666666667,6.8,6.8,20.1,22.333333333333332,2.2,16.273333333333333,17.873333333333335,NA,NA,NA,NA,NA,2.2666666666666666,21.7,6.8,NA
1998-06-17,3,2.1,2.2,8.4,8.3,18.7,21,2.2,0.08,19.75,NA,NA,NA,NA,NA,2.166666666666667,20.566666666666666,8.333333333333334,NA
1998-06-17,6,2.6,2.3,8.2,8.5,21.4,22,2.3,0.08,19.91,NA,NA,NA,NA,NA,2.4,21.8,8.4,NA
1998-06-17,9,3.3,2.5,8.4,8.466666666666667,40.7,40,3.7,0.98,20.283333333333335,NA,NA,NA,NA,NA,2.7666666666666666,40.233333333333334,8.433333333333334,NA
1998-06-17,13,2.4,2.2666666666666666,8.2,8.2,19.6,19.666666666666668,1.9,6.956666666666666,19.876666666666665,NA,NA,NA,NA,NA,2.3,19.866666666666667,8.2,NA
1998-06-17,15,2.2,2.166666666666667,8.2,8.2,12.7,10.666666666666666,1.4,10.026666666666667,18.723333333333333,NA,NA,NA,NA,NA,2.166666666666667,11.566666666666666,8.2,NA
1998-06-17,18,1.9,2,8,7.933333333333334,10.4,9.333333333333334,1.3,15.533333333333333,17.503333333333334,NA,NA,NA,NA,NA,1.9666666666666666,9.8,7.966666666666667,NA
1998-06-17,21,5.3,4.333333333333333,8.5,8.7,3,4,0.7,19.673333333333332,18.14,0.67,13.8,4.37,1.87,111.38,4.666666666666667,3.6666666666666665,8.633333333333333,18.17
1998-06-17,22,NA,4.733333333333333,NA,9.366666666666667,NA,3.3333333333333335,0.6,19.193333333333335,18.39,NA,NA,NA,NA,NA,4.733333333333333,3.3333333333333335,9.366666666666667,NA
1998-06-17,24,3.8,2.8,8.4,7.8999999999999995,4.3,3,0.7,19.733333333333334,18.076666666666664,0.67,13.99,5.11,1.87,113.4,3.1,3.433333333333333,8.033333333333333,19.1
1998-06-17,27,4.5,4.866666666666667,7.1,7.566666666666666,3.1,4,0.9,19.33,20.626666666666665,0.93,27.34,5.16,5.39,128.59,4.733333333333333,3.7,7.466666666666667,32.5
1998-06-17,30,4.6,4.8,7.5,7.433333333333334,4.9,6,0.8,18.4,21.396666666666665,1.07,34.53,3.11,7.34,149.89,4.733333333333333,5.633333333333334,7.433333333333334,37.64
1998-06-17,32,4.2,4.566666666666666,7.2,7.166666666666667,7.8,6,1,18.07,22.03,1.13,34.99,3.79,8.01,154.8,4.433333333333334,6.6,7.166666666666667,38.78
1998-06-17,649,2.3,2.1,8.9,8.8,11.1,20,2.1,0.06,17.91,NA,NA,NA,NA,NA,2.1666666666666665,17.03333333333333,8.833333333333334,NA
1998-06-17,657,2.8,2.2,9,8.833333333333334,30.5,24.333333333333332,2.6,0.07,17.86,NA,NA,NA,NA,NA,2.4,26.5,8.9,NA
1998-07-21,3,3.8,3.4,8.2,8.333333333333334,31.1,35.666666666666664,2.8,0.08,23.59,NA,NA,NA,NA,NA,3.533333333333333,34.36666666666667,8.3,NA
1998-07-21,6,3.5,3.333333333333333,8.5,8.3,40.2,46.666666666666664,3.7,1.1333333333333333,23.026666666666667,NA,NA,NA,NA,NA,3.4,46.06666666666667,8.366666666666667,NA
1998-07-21,9,2.9,3.066666666666667,8,8.2,102.9,101,6.9,9.61,20.633333333333333,NA,NA,NA,NA,NA,3.033333333333333,101.63333333333334,8.133333333333333,NA
1998-07-21,13,4.9,3.6666666666666665,8.1,7.866666666666666,18.1,16.333333333333332,1.8,19.036666666666665,18.376666666666665,NA,NA,NA,NA,NA,4.033333333333333,17.366666666666667,7.966666666666666,NA
1998-07-21,15,3.5,4.1,8,7.9,17.3,16,1.7,20.424999999999997,18.16,NA,NA,NA,NA,NA,3.8,16.65,7.9,NA
1998-07-21,18,4.3,3.6333333333333333,6.7,6.8,10.1,6,0.8,29.503333333333334,13.716666666666667,NA,NA,NA,NA,NA,3.8333333333333335,7.366666666666666,6.766666666666667,NA
1998-07-21,21,2.2,1.4666666666666666,7.2,7.4,10.8,10,1.2,25.22,16.14,NA,NA,NA,NA,NA,1.7,10.266666666666667,7.333333333333333,NA
1998-07-21,22,NA,1.7333333333333334,NA,7.666666666666666,NA,7.666666666666667,1,24.596666666666668,16.55666666666667,NA,NA,NA,NA,NA,1.7333333333333334,7.666666666666667,7.666666666666666,NA
1998-07-21,24,2.9,1.8,8.1,8.1,5.3,2.6666666666666665,1,23.87,18.353333333333335,NA,NA,NA,NA,NA,2.1666666666666665,3.7666666666666666,8.133333333333333,NA
1998-07-21,27,1.5,2,7.6,7.7,14.2,13.333333333333334,1.2,21.003333333333334,21.156666666666666,NA,NA,NA,NA,NA,1.8333333333333333,13.733333333333333,7.666666666666667,NA
1998-07-21,30,3.3,3.9,7.6,7.4,24.4,35,2.6,19.913333333333334,22.38,NA,NA,NA,NA,NA,3.7333333333333334,32.13333333333333,7.466666666666667,NA
1998-07-21,32,8,6.3,6.6,6.633333333333334,78,74.66666666666667,NA,18.13,23.176666666666666,NA,NA,NA,NA,NA,6.8,75.66666666666667,6.6,NA
1998-07-21,34,NA,12.266666666666667,NA,5.533333333333333,NA,411,NA,15.656666666666666,22.87,NA,NA,NA,NA,NA,12.266666666666667,411,5.533333333333333,NA
1998-07-21,649,3.1,3,8.4,8.5,29.8,30.333333333333332,2.7,0.07,23.326666666666664,NA,NA,NA,NA,NA,3.033333333333333,30.266666666666666,8.466666666666667,NA
1998-07-21,657,3,2.6,8.3,8.366666666666667,14.7,18.666666666666668,1.9,0.07,23.176666666666666,NA,NA,NA,NA,NA,2.7333333333333334,17.233333333333334,8.333333333333334,NA
1998-08-11,3,4.3,3.8666666666666667,7.9,7.866666666666667,21.6,23.333333333333332,2.1,0.12666666666666668,24.113333333333333,NA,NA,NA,NA,NA,4,23.2,7.866666666666667,NA
1998-08-11,6,3.7,3.166666666666667,8,8.066666666666666,31,43,3.3,0.36,23.32,NA,NA,NA,NA,NA,3.3333333333333335,39,8.033333333333333,NA
1998-08-11,9,2,2.333333333333333,7.9,7.966666666666667,74.6,67.33333333333333,4.4,4.21,22.186666666666667,NA,NA,NA,NA,NA,2.2333333333333334,69.86666666666666,7.966666666666667,NA
1998-08-11,13,4.5,3.4,7.5,7.5,41.6,44.333333333333336,2.6,16.833333333333332,20.25,NA,NA,NA,NA,NA,3.7666666666666666,44.2,7.5,NA
1998-08-11,15,3.1,2.8333333333333335,7.6,7.566666666666666,29.1,30,1.8,16.676666666666666,20.163333333333334,NA,NA,NA,NA,NA,2.9333333333333336,29.7,7.566666666666666,NA
1998-08-11,18,1.6,1.9,7.3,7.3,7.9,3.3333333333333335,0.8,28.273333333333333,16.666666666666668,NA,NA,NA,NA,NA,1.8,4.966666666666667,7.3,NA
1998-08-11,21,1.8,1.8333333333333333,7,7.066666666666666,5.4,3,0.8,25.583333333333332,19.66,NA,NA,NA,NA,NA,1.8333333333333333,3.8000000000000003,7.033333333333333,NA
1998-08-11,22,NA,1.3,NA,7.2,NA,2.3333333333333335,0.8,26.096666666666668,19.003333333333334,NA,NA,NA,NA,NA,1.3,2.3333333333333335,7.2,NA
1998-08-11,24,1.2,1.3,7,7.1,8.5,6,1,25.11,19.793333333333333,NA,NA,NA,NA,NA,1.2666666666666666,6.833333333333333,7.066666666666666,NA
1998-08-11,27,2,1.8,6.8,6.7,19.6,27,2.2,23.546666666666667,21.143333333333334,NA,NA,NA,NA,NA,1.8666666666666667,24.533333333333335,6.733333333333333,NA
1998-08-11,30,4,4,6.6,6.533333333333333,84.4,104,6.1,22.086666666666666,21.96333333333333,NA,NA,NA,NA,NA,4,97.46666666666667,6.566666666666666,NA
1998-08-11,32,5.5,5.033333333333333,6.4,6.5,75.5,69,4.4,21.05666666666667,22.273333333333333,NA,NA,NA,NA,NA,5.2,72.5,6.466666666666667,NA
1998-08-11,34,NA,6.1,NA,6.4,NA,37.666666666666664,2.8,19.916666666666668,22.116666666666667,NA,NA,NA,NA,NA,6.1,37.666666666666664,6.4,NA
1998-08-11,36,9.2,8.2,5.9,6,147.4,148.33333333333334,NA,19.653333333333332,22.743333333333332,NA,NA,NA,NA,NA,8.533333333333333,151.8,5.966666666666667,NA
1998-08-11,649,3.5,2.8666666666666667,8.1,8,18.3,17.666666666666668,2,0.07666666666666667,23.32,NA,NA,NA,NA,NA,3.066666666666667,18.1,8.066666666666666,NA
1998-08-11,657,3,2.666666666666667,8,8.033333333333333,21.8,22,2.2,0.07,23.036666666666665,NA,NA,NA,NA,NA,2.7666666666666666,21.933333333333334,8,NA
1998-09-01,3,3.4,2.7666666666666666,8.3,8.466666666666667,16.9,16.666666666666668,1.8,0.09,21.89333333333333,NA,NA,NA,NA,NA,2.966666666666667,16.966666666666665,8.4,NA
1998-09-01,6,2.6,2.3333333333333335,8.4,8.366666666666667,25.2,23.666666666666668,2.4,3.1,21.55666666666667,NA,NA,NA,NA,NA,2.4,24.066666666666666,8.366666666666667,NA
1998-09-01,9,3.2,3.9,8.2,8.266666666666666,12.2,12,1.4,10.78,20.526666666666667,NA,NA,NA,NA,NA,3.6,12.066666666666666,8.266666666666666,NA
1998-09-01,13,22.2,20,10.1,9.966666666666667,10.1,7,1.5,16.953333333333333,19.936666666666667,NA,NA,NA,NA,NA,20.033333333333335,8.033333333333333,10.033333333333333,NA
1998-09-01,15,6.2,6.166666666666667,8.3,7.8999999999999995,5.2,5,1.1,20.246666666666666,18.98,NA,NA,NA,NA,NA,6.066666666666666,5.066666666666666,8.066666666666666,NA
1998-09-01,18,3.6,3.3000000000000003,7.6,7.6000000000000005,3.3,3,NA,28.06,16.49,NA,NA,NA,NA,NA,3.4333333333333336,3.1,7.566666666666666,NA
1998-09-01,21,4.6,3.8,8,7.866666666666667,7.6,4,0.5,24.61,17.683333333333334,NA,NA,NA,NA,NA,4.066666666666666,5.2,7.9,NA
1998-09-01,22,NA,3.9,NA,7.766666666666667,NA,4,0.5,25.553333333333335,17.45,NA,NA,NA,NA,NA,3.9,4,7.766666666666667,NA
1998-09-01,24,5.2,4.066666666666666,8,8.066666666666666,3.8,3,0.7,24.81,18.2,NA,NA,NA,NA,NA,4.433333333333334,3.2666666666666666,8.033333333333333,NA
1998-09-01,27,4.9,3.933333333333333,NA,8.2,1.3,5.333333333333333,0.8,26.01,19.483333333333334,NA,NA,NA,NA,NA,4.266666666666667,4.1,8.2,NA
1998-09-01,30,3.7,3.433333333333333,7.8,7.9,4.6,5,0.8,24.353333333333335,20.64,NA,NA,NA,NA,NA,3.5,4.866666666666666,7.866666666666667,NA
1998-09-01,32,3.8,3.8,7.7,7.7,7.3,7.333333333333333,1,23.14,21.39,NA,NA,NA,NA,NA,3.8,7.433333333333334,7.7,NA
1998-09-01,34,NA,4.466666666666667,NA,7.2,NA,16.333333333333332,NA,21.706666666666667,21.9,NA,NA,NA,NA,NA,4.466666666666667,16.333333333333332,7.2,NA
1998-09-01,36,6.3,7,7.5,7.566666666666666,14.4,14.666666666666666,NA,19.826666666666668,22.386666666666667,NA,NA,NA,NA,NA,6.766666666666667,14.8,7.533333333333333,NA
1998-09-01,649,3.6,2.7333333333333334,8.5,8.733333333333333,5.9,12,1.6,0.07,21.593333333333334,NA,NA,NA,NA,NA,3.033333333333333,9.966666666666667,8.633333333333333,NA
1998-10-11,3,NA,NA,NA,NA,NA,NA,NA,0.23,17.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-10-11,6,NA,NA,NA,NA,NA,NA,3.2,2.71,17.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-10-11,9,NA,NA,NA,NA,NA,NA,2.1,11.44,17.150000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-10-11,13,NA,NA,NA,NA,NA,NA,1.5,23.243333333333332,16.48,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-10-11,18,NA,NA,NA,NA,NA,NA,0.7,29.009999999999998,15.013333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-10-11,657,NA,NA,NA,NA,NA,NA,NA,0.07,16.746666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-11-10,3,2.9,3.2333333333333334,9.3,9.3,28.9,32,4,0.81,14.176666666666666,NA,NA,NA,NA,NA,3.1333333333333333,30.966666666666665,9.3,NA
1998-11-10,6,2.2,2.433333333333333,9.2,9.2,30.3,32,2.4,4.343333333333334,14.143333333333334,NA,NA,NA,NA,NA,2.3333333333333335,31.433333333333334,9.2,NA
1998-11-10,9,1.4,1.7,8.7,8.6,41.2,37,NA,12.92,14.03,NA,NA,NA,NA,NA,1.4,41.2,8.7,NA
1998-11-10,13,1.7,1.7333333333333334,7.9,8,13.4,12.333333333333334,1.4,23.476666666666667,13.646666666666667,NA,NA,NA,NA,NA,1.7333333333333334,12.8,7.966666666666667,NA
1998-11-10,15,3.9,3.5,8.4,8.2,15.9,14,1.5,23.830000000000002,13.393333333333333,NA,NA,NA,NA,NA,3.6333333333333333,14.633333333333333,8.266666666666667,NA
1998-11-10,18,1.8,1.7,7.4,7.5,6,5,0.8,29.206666666666667,13.086666666666666,NA,NA,NA,NA,NA,1.7333333333333334,5.333333333333333,7.466666666666667,NA
1998-11-10,21,1.7,1.8666666666666667,7.4,7.5,8.4,7.666666666666667,0.9,28.773333333333333,13.56,NA,NA,NA,NA,NA,1.8,7.8,7.466666666666667,NA
1998-11-10,22,NA,1.7,NA,7.433333333333334,NA,6.666666666666667,0.9,28.78333333333333,13.620000000000001,NA,NA,NA,NA,NA,1.7,6.666666666666667,7.433333333333334,NA
1998-11-10,24,2.4,2.066666666666667,7.5,7.4,9.4,8,1,28.533333333333335,13.933333333333334,NA,NA,NA,NA,NA,2.1666666666666665,8.466666666666667,7.433333333333334,NA
1998-11-10,27,1.8,1.8666666666666667,7.7,7.6,14.4,14.333333333333334,1.4,27.286666666666665,14.41,NA,NA,NA,NA,NA,1.8333333333333333,14.466666666666667,7.633333333333333,NA
1998-11-10,30,1.6,1.8666666666666667,7.6,7.6,17.4,18,1.7,26.67,14.596666666666666,NA,NA,NA,NA,NA,1.7666666666666666,17.8,7.6,NA
1998-11-10,32,2.1,2.166666666666667,7.6,7.6,24.4,27,NA,25.813333333333333,14.403333333333332,NA,NA,NA,NA,NA,2.1333333333333333,26.133333333333333,7.6,NA
1998-11-10,34,NA,2.8,NA,7.6,NA,38,NA,25.4,14.41,NA,NA,NA,NA,NA,2.8,38,7.6,NA
1998-11-10,36,3.2,3.2666666666666666,7.4,7.5,63.6,62,NA,24.35,14.186666666666667,NA,NA,NA,NA,NA,3.2333333333333334,62.53333333333333,7.466666666666667,NA
1998-11-10,649,2.3,2,9.4,9.4,15.7,17.333333333333332,NA,0.14,13.57,NA,NA,NA,NA,NA,2.1,16.566666666666666,9.4,NA
1998-11-10,657,2.1,1.5,9.4,9.4,14.4,16,NA,0.08,12.97,NA,NA,NA,NA,NA,1.7,15.466666666666667,9.4,NA
1999-01-21,6,1.5,1.7,10.5,10.466666666666667,39.3,41.333333333333336,3.3,2.55,9.006666666666666,0.68,30.19,11.66,1.57,263.68,1.6333333333333333,40.766666666666666,10.466666666666667,41.85
1999-01-21,9,1.7,1.7333333333333334,10.2,10.1,64.1,63,4.5,7.156666666666667,9.266666666666666,0.74,29.28,12.98,1.73,223.17,1.7333333333333334,63.36666666666667,10.133333333333333,42.260000000000005
1999-01-21,13,2.3,2.1,9.4,9.466666666666667,35.7,33.333333333333336,2.4,18.236666666666668,9.966666666666667,0.5,25.55,7.94,2.01,130.42,2.1666666666666665,33.9,9.433333333333334,33.49
1999-01-21,15,2.7,2.433333333333333,9.3,9.2,18.8,23.333333333333332,1.9,21.886666666666667,10.18,0.47,24.62,7.03,2.03,118.59,2.5,21.933333333333334,9.233333333333334,31.650000000000002
1999-01-21,18,2,1.4666666666666666,8.7,8.833333333333334,12.6,9.333333333333334,1.1,29.073333333333334,10.49,0.43,20.69,4.86,1.88,54.77,1.6333333333333333,10.533333333333333,8.8,25.55
1999-01-21,21,1.9,1.8333333333333333,8.7,8.7,14.3,13.333333333333334,1.3,27.243333333333332,10.436666666666667,0.51,23.39,6.93,2.18,77.69,1.8666666666666667,13.766666666666667,8.7,30.32
1999-01-21,24,1.9,1.7666666666666666,8.7,8.666666666666666,9.9,10,1.1,26.913333333333334,10.496666666666666,0.72,26.86,10.57,2.78,83.44,1.8,10.3,8.666666666666666,37.43
1999-01-21,27,2.6,2.6,9.1,9.033333333333333,10.8,11.333333333333334,1.2,24.716666666666665,10.813333333333333,0.86,32.27,11.4,3.55,102.67,2.6,10.933333333333334,9.033333333333333,43.67
1999-01-21,30,2.3,2.2333333333333334,9.1,9.066666666666666,9.1,10,1.1,23.84,10.923333333333334,1.12,40.58,15.67,4.57,111.73,2.2333333333333334,9.7,9.066666666666666,56.25
1999-01-21,657,2.7,2.7,10.3,10.5,15.2,16,NA,0.08,10.413333333333334,0.44,20.96,11.74,1.38,284.2,2.7,15.733333333333333,10.433333333333334,32.7
1999-02-10,3,1,1.7,10.6,10.6,33.8,29.333333333333332,NA,0.08,9.196666666666665,0.54,33.29,7.96,1.44,255.19,1.4666666666666666,30.933333333333334,10.6,41.25
1999-02-10,6,1.5,1.7666666666666666,10.3,10.766666666666667,51.2,52.666666666666664,4.6,0.08,9.27,0.51,30.98,7.22,1.44,255.43,1.6666666666666667,52.4,10.6,38.2
1999-02-10,9,2.5,2.433333333333333,11.1,10.8,214.9,203.66666666666666,7.8,0.2866666666666667,9.533333333333333,0.49,26.68,7.98,1.43,265.41,2.466666666666667,206.3,10.9,34.66
1999-02-10,13,2,2.033333333333333,10.1,10,35.2,50.666666666666664,4,3.026666666666667,9.98,0.62,31.93,9.05,1.84,243.61,2.033333333333333,45.733333333333334,10.033333333333333,40.980000000000004
1999-02-10,15,1.5,2.2,10.3,10.266666666666667,24.9,28.333333333333332,3.5,5.28,9.463333333333333,0.68,32.37,9.7,2.05,223.25,2,27.3,10.266666666666667,42.06999999999999
1999-02-10,18,1.1,0.9666666666666667,9.1,9.2,12.1,1,1.3,16.626666666666665,10.03,0.57,25.87,7.29,1.88,144.57,1,4.7,9.166666666666666,33.160000000000004
1999-02-10,21,1.5,1.2666666666666666,NA,NA,13.4,11,1.3,19.296666666666667,10.35,0.59,25.94,7.72,1.99,140.24,1.3333333333333333,11.8,NA,33.660000000000004
1999-02-10,22,NA,1.3333333333333333,NA,NA,NA,9.333333333333334,1.3,17.243333333333332,10.076666666666666,0.59,25.92,7.58,1.95,142.13,1.3333333333333333,9.333333333333334,NA,33.5
1999-02-10,24,1.2,1.2666666666666666,NA,NA,10.4,8.666666666666666,1.3,18.736666666666668,10.136666666666667,0.63,26.62,8.44,2.14,134.74,1.2333333333333334,9.133333333333333,NA,35.06
1999-02-10,27,1.8,1.7,NA,NA,16.2,16.666666666666668,1.8,23.13,10.49,1.05,35.53,14.41,3.67,114.23,1.7333333333333334,16.733333333333334,NA,49.94
1999-02-10,30,1.8,2,NA,NA,17.1,18.333333333333332,1.8,22.483333333333334,10.276666666666666,1.19,42.38,15.79,4.27,117.53,1.9333333333333333,18.033333333333335,NA,58.17
1999-02-10,32,3.5,3.3,NA,NA,15.5,22,NA,17.186666666666667,10.083333333333332,1.51,66.58,15.99,5.45,129.68,3.3333333333333335,19.833333333333332,NA,82.57
1999-02-10,34,NA,3.333333333333333,NA,NA,NA,34.333333333333336,NA,19.906666666666666,10.4,1.48,66.28,15.33,5.79,129.05,3.333333333333333,34.333333333333336,NA,81.61
1999-02-10,36,3,3,NA,NA,38.3,39.666666666666664,NA,17.86,10.323333333333332,1.74,72.48,18.03,6.1,129.91,3,40.766666666666666,NA,90.51
1999-02-10,649,2.4,2.2,NA,NA,110.9,124.33333333333333,NA,0.08,9.23,0.44,29.4,5.3,1.69,238.91,2.2666666666666666,120.63333333333334,NA,34.699999999999996
1999-02-10,657,2.4,2.2,NA,NA,108.8,104,NA,0.09,9.23,0.44,28.07,4.47,1.66,224.66,2.2666666666666666,105.6,NA,32.54
1999-02-23,21,1.7,1.8,9.1,9,12,11,1.1,16.18,10.79,0.81,31.04,11.34,2.6,139.78,1.7666666666666666,11.333333333333334,9.033333333333333,42.379999999999995
1999-02-23,24,2.2,1.8333333333333333,9.4,9.366666666666667,5.9,8,1,15.756666666666668,10.99,0.7,29.65,9.53,2.37,141.47,1.9666666666666668,7.3,9.366666666666667,39.18
1999-02-23,27,2.4,2.1,9.1,9.166666666666666,9.9,9.333333333333334,1.1,18.766666666666666,11.23,0.89,34.47,12.32,3.2,127.88,2.2,9.633333333333333,9.166666666666666,46.79
1999-02-23,30,2.7,2.533333333333333,8.9,8.833333333333334,16.9,16,1.6,19.083333333333332,11.203333333333333,1.21,51.68,14.98,4.8,130.45,2.6,16.3,8.833333333333334,66.66
1999-02-23,32,3,3,8.7,8.666666666666666,20.8,20.666666666666668,2.2,17.48,11.14,1.62,77.95,15.6,6.48,139.49,3,20.933333333333334,8.666666666666666,93.55
1999-02-23,34,NA,3.566666666666667,NA,8.433333333333334,NA,23.666666666666668,2.3,14.633333333333333,11.423333333333334,3.06,134.97,19.93,10.01,156.64,3.566666666666667,23.666666666666668,8.433333333333334,154.9
1999-02-23,36,3.4,3.1666666666666665,8.5,8.466666666666667,35.1,32.666666666666664,2.7,16.753333333333334,11.26,2.22,96.49,17.98,7.71,142.13,3.2333333333333334,32.36666666666667,8.466666666666667,114.47
1999-03-09,3,1.9,2.166666666666667,10.4,10.4,23.1,25.333333333333332,2,0.06,10.623333333333333,0.23,14.52,3.04,0.88,262.72,2.066666666666667,24.7,10.4,17.56
1999-03-09,6,2.7,2.4,10.5,10.266666666666667,25.1,26.333333333333332,2.6,0.06,10.483333333333334,0.16,9.87,2.4,0.75,271.06,2.5,26.033333333333335,10.333333333333334,12.27
1999-03-09,9,2.7,2.566666666666667,10.3,10.2,41.7,40.333333333333336,3.5,0.32666666666666666,10.916666666666666,0.3,15.48,4.15,1.01,260.48,2.6,40.9,10.233333333333333,19.630000000000003
1999-03-09,13,1.9,2.2,9.9,9.833333333333334,26.5,28.666666666666668,2.4,3.8333333333333335,11.313333333333333,0.32,17.26,3.94,1.2,244.25,2.1,28.166666666666668,9.833333333333334,21.200000000000003
1999-03-09,15,2.2,2.4,10,10.066666666666666,25.7,32.333333333333336,2.8,4.193333333333333,10.996666666666666,0.39,19.79,4.35,1.34,238.82,2.3333333333333335,30.566666666666666,10.066666666666666,24.14
1999-03-09,18,2.4,2.1,8.9,8.9,10,11,1.2,15.610000000000001,10.996666666666666,0.39,22.08,4.16,1.58,157.99,2.2,10.666666666666666,8.9,26.24
1999-03-09,21,9.2,8.6,9.5,9.333333333333334,10.9,10.333333333333334,1.4,17.166666666666668,11.543333333333333,0.68,28.86,5.61,2.55,133.73,8.799999999999999,10.633333333333333,9.366666666666667,34.47
