"","date","station","din","station2","month","yday","year"
"1",1969-04-10,"6",NA,"s6",4,100,1969
"2",1969-04-11,"6",NA,"s6",4,101,1969
"3",1969-04-11,"9",NA,"s9",4,101,1969
"4",1969-04-11,"13",NA,"s13",4,101,1969
"5",1969-04-11,"15",NA,"s15",4,101,1969
"6",1969-04-11,"18",NA,"s18",4,101,1969
"7",1969-04-11,"21",NA,"s22",4,101,1969
"8",1969-04-11,"22",NA,"s22",4,101,1969
"9",1969-04-11,"24",NA,"s24",4,101,1969
"10",1969-04-11,"30",NA,"s30",4,101,1969
"11",1969-04-11,"34",NA,"s36",4,101,1969
"12",1969-04-11,"36",NA,"s36",4,101,1969
"13",1969-05-22,"6",NA,"s6",5,142,1969
"14",1969-05-22,"9",NA,"s9",5,142,1969
"15",1969-05-22,"13",NA,"s13",5,142,1969
"16",1969-05-22,"15",NA,"s15",5,142,1969
"17",1969-05-22,"18",NA,"s18",5,142,1969
"18",1969-05-22,"21",NA,"s22",5,142,1969
"19",1969-05-22,"22",NA,"s22",5,142,1969
"20",1969-05-22,"24",NA,"s24",5,142,1969
"21",1969-05-22,"27",NA,"s27",5,142,1969
"22",1969-05-22,"30",NA,"s30",5,142,1969
"23",1969-05-22,"32",NA,"s32",5,142,1969
"24",1969-05-22,"34",NA,"s36",5,142,1969
"25",1969-05-22,"36",NA,"s36",5,142,1969
"26",1969-06-19,"6",NA,"s6",6,170,1969
"27",1969-06-19,"9",NA,"s9",6,170,1969
"28",1969-06-19,"13",NA,"s13",6,170,1969
"29",1969-06-19,"15",NA,"s15",6,170,1969
"30",1969-06-19,"21",NA,"s22",6,170,1969
"31",1969-06-19,"22",NA,"s22",6,170,1969
"32",1969-06-19,"24",NA,"s24",6,170,1969
"33",1969-06-19,"30",NA,"s30",6,170,1969
"34",1969-06-19,"32",NA,"s32",6,170,1969
"35",1969-06-19,"36",NA,"s36",6,170,1969
"36",1969-07-24,"6",NA,"s6",7,205,1969
"37",1969-07-24,"9",NA,"s9",7,205,1969
"38",1969-07-24,"13",NA,"s13",7,205,1969
"39",1969-07-24,"15",NA,"s15",7,205,1969
"40",1969-07-24,"21",NA,"s22",7,205,1969
"41",1969-07-24,"22",NA,"s22",7,205,1969
"42",1969-07-24,"24",NA,"s24",7,205,1969
"43",1969-07-24,"30",NA,"s30",7,205,1969
"44",1969-07-24,"32",NA,"s32",7,205,1969
"45",1969-07-24,"34",NA,"s36",7,205,1969
"46",1969-07-24,"36",NA,"s36",7,205,1969
"47",1969-08-28,"3",NA,"s3",8,240,1969
"48",1969-08-28,"6",NA,"s6",8,240,1969
"49",1969-08-28,"9",NA,"s9",8,240,1969
"50",1969-08-28,"13",NA,"s13",8,240,1969
"51",1969-08-28,"15",NA,"s15",8,240,1969
"52",1969-08-28,"21",NA,"s22",8,240,1969
"53",1969-08-28,"24",NA,"s24",8,240,1969
"54",1969-08-28,"30",NA,"s30",8,240,1969
"55",1969-08-28,"32",NA,"s32",8,240,1969
"56",1969-08-28,"34",NA,"s36",8,240,1969
"57",1969-08-28,"36",NA,"s36",8,240,1969
"58",1969-10-02,"3",NA,"s3",10,275,1969
"59",1969-10-02,"6",NA,"s6",10,275,1969
"60",1969-10-02,"9",NA,"s9",10,275,1969
"61",1969-10-02,"13",NA,"s13",10,275,1969
"62",1969-10-02,"15",NA,"s15",10,275,1969
"63",1969-10-02,"21",NA,"s22",10,275,1969
"64",1969-10-02,"32",NA,"s32",10,275,1969
"65",1969-10-02,"34",NA,"s36",10,275,1969
"66",1969-10-02,"36",NA,"s36",10,275,1969
"67",1969-12-19,"3",NA,"s3",12,353,1969
"68",1969-12-19,"6",NA,"s6",12,353,1969
"69",1969-12-19,"9",NA,"s9",12,353,1969
"70",1969-12-19,"13",NA,"s13",12,353,1969
"71",1969-12-19,"15",NA,"s15",12,353,1969
"72",1969-12-19,"21",NA,"s22",12,353,1969
"73",1969-12-19,"30",NA,"s30",12,353,1969
"74",1969-12-19,"32",NA,"s32",12,353,1969
"75",1969-12-19,"34",NA,"s36",12,353,1969
"76",1969-12-19,"36",NA,"s36",12,353,1969
"77",1970-01-27,"13",NA,"s13",1,27,1970
"78",1970-01-27,"15",NA,"s15",1,27,1970
"79",1970-01-27,"21",NA,"s22",1,27,1970
"80",1970-01-27,"22",NA,"s22",1,27,1970
"81",1970-01-27,"24",NA,"s24",1,27,1970
"82",1970-01-27,"30",NA,"s30",1,27,1970
"83",1970-01-27,"32",NA,"s32",1,27,1970
"84",1970-01-27,"34",NA,"s36",1,27,1970
"85",1970-01-27,"36",NA,"s36",1,27,1970
"86",1970-02-12,"9",NA,"s9",2,43,1970
"87",1970-02-12,"13",NA,"s13",2,43,1970
"88",1970-02-12,"15",NA,"s15",2,43,1970
"89",1970-02-12,"32",NA,"s32",2,43,1970
"90",1970-02-12,"34",NA,"s36",2,43,1970
"91",1970-02-12,"36",NA,"s36",2,43,1970
"92",1970-06-06,"6",NA,"s6",6,157,1970
"93",1970-06-06,"9",NA,"s9",6,157,1970
"94",1970-06-06,"13",NA,"s13",6,157,1970
"95",1970-06-06,"15",NA,"s15",6,157,1970
"96",1970-06-06,"21",NA,"s22",6,157,1970
"97",1970-06-06,"30",NA,"s30",6,157,1970
"98",1970-06-06,"32",NA,"s32",6,157,1970
"99",1970-06-06,"34",NA,"s36",6,157,1970
"100",1970-06-06,"36",NA,"s36",6,157,1970
"101",1970-07-31,"3",NA,"s3",7,212,1970
"102",1970-07-31,"6",NA,"s6",7,212,1970
"103",1970-07-31,"9",NA,"s9",7,212,1970
"104",1970-07-31,"13",NA,"s13",7,212,1970
"105",1970-07-31,"15",NA,"s15",7,212,1970
"106",1970-07-31,"21",NA,"s22",7,212,1970
"107",1970-07-31,"22",NA,"s22",7,212,1970
"108",1970-07-31,"24",NA,"s24",7,212,1970
"109",1970-07-31,"30",NA,"s30",7,212,1970
"110",1970-07-31,"32",NA,"s32",7,212,1970
"111",1970-07-31,"34",NA,"s36",7,212,1970
"112",1970-07-31,"36",NA,"s36",7,212,1970
"113",1970-09-29,"30",NA,"s30",9,272,1970
"114",1970-09-29,"32",NA,"s32",9,272,1970
"115",1970-09-29,"34",NA,"s36",9,272,1970
"116",1970-09-29,"36",NA,"s36",9,272,1970
"117",1970-09-30,"30",NA,"s30",9,273,1970
"118",1970-09-30,"32",NA,"s32",9,273,1970
"119",1970-09-30,"34",NA,"s36",9,273,1970
"120",1970-09-30,"36",NA,"s36",9,273,1970
"121",1970-10-01,"6",NA,"s6",10,274,1970
"122",1970-10-01,"9",NA,"s9",10,274,1970
"123",1970-10-01,"13",NA,"s13",10,274,1970
"124",1970-10-01,"15",NA,"s15",10,274,1970
"125",1970-10-01,"21",NA,"s22",10,274,1970
"126",1970-10-01,"22",NA,"s22",10,274,1970
"127",1970-10-01,"24",NA,"s24",10,274,1970
"128",1970-10-01,"30",NA,"s30",10,274,1970
"129",1970-10-02,"3",NA,"s3",10,275,1970
"130",1970-10-02,"6",NA,"s6",10,275,1970
"131",1970-10-02,"9",NA,"s9",10,275,1970
"132",1970-10-02,"13",NA,"s13",10,275,1970
"133",1970-10-02,"15",NA,"s15",10,275,1970
"134",1970-10-02,"21",NA,"s22",10,275,1970
"135",1970-10-02,"22",NA,"s22",10,275,1970
"136",1970-10-02,"24",NA,"s24",10,275,1970
"137",1970-12-23,"6",NA,"s6",12,357,1970
"138",1970-12-23,"9",NA,"s9",12,357,1970
"139",1970-12-23,"13",NA,"s13",12,357,1970
"140",1970-12-23,"15",NA,"s15",12,357,1970
"141",1970-12-23,"21",NA,"s22",12,357,1970
"142",1970-12-23,"22",NA,"s22",12,357,1970
"143",1970-12-23,"24",NA,"s24",12,357,1970
"144",1970-12-23,"27",NA,"s27",12,357,1970
"145",1970-12-23,"30",NA,"s30",12,357,1970
"146",1970-12-23,"32",NA,"s32",12,357,1970
"147",1970-12-23,"34",NA,"s36",12,357,1970
"148",1970-12-23,"36",NA,"s36",12,357,1970
"149",1971-03-02,"3",NA,"s3",3,61,1971
"150",1971-03-02,"6",NA,"s6",3,61,1971
"151",1971-03-02,"9",NA,"s9",3,61,1971
"152",1971-03-02,"13",NA,"s13",3,61,1971
"153",1971-03-02,"15",NA,"s15",3,61,1971
"154",1971-03-02,"22",NA,"s22",3,61,1971
"155",1971-03-02,"24",NA,"s24",3,61,1971
"156",1971-03-02,"30",NA,"s30",3,61,1971
"157",1971-03-02,"32",NA,"s32",3,61,1971
"158",1971-03-02,"36",NA,"s36",3,61,1971
"159",1971-05-13,"6",NA,"s6",5,133,1971
"160",1971-05-13,"9",NA,"s9",5,133,1971
"161",1971-05-13,"13",NA,"s13",5,133,1971
"162",1971-05-13,"15",NA,"s15",5,133,1971
"163",1971-05-13,"21",NA,"s22",5,133,1971
"164",1971-05-13,"22",NA,"s22",5,133,1971
"165",1971-05-13,"24",NA,"s24",5,133,1971
"166",1971-05-13,"30",NA,"s30",5,133,1971
"167",1971-05-13,"32",NA,"s32",5,133,1971
"168",1971-05-13,"34",NA,"s36",5,133,1971
"169",1971-05-13,"36",NA,"s36",5,133,1971
"170",1971-06-29,"15",NA,"s15",6,180,1971
"171",1971-06-29,"21",NA,"s22",6,180,1971
"172",1971-06-29,"22",NA,"s22",6,180,1971
"173",1971-06-29,"24",NA,"s24",6,180,1971
"174",1971-06-30,"3",NA,"s3",6,181,1971
"175",1971-06-30,"6",NA,"s6",6,181,1971
"176",1971-06-30,"9",NA,"s9",6,181,1971
"177",1971-06-30,"13",NA,"s13",6,181,1971
"178",1971-06-30,"15",NA,"s15",6,181,1971
"179",1971-06-30,"21",NA,"s22",6,181,1971
"180",1971-06-30,"22",NA,"s22",6,181,1971
"181",1971-06-30,"24",NA,"s24",6,181,1971
"182",1971-06-30,"30",NA,"s30",6,181,1971
"183",1971-06-30,"32",NA,"s32",6,181,1971
"184",1971-06-30,"34",NA,"s36",6,181,1971
"185",1971-06-30,"36",NA,"s36",6,181,1971
"186",1971-08-02,"3",NA,"s3",8,214,1971
"187",1971-08-02,"6",NA,"s6",8,214,1971
"188",1971-08-02,"9",NA,"s9",8,214,1971
"189",1971-08-02,"13",NA,"s13",8,214,1971
"190",1971-08-02,"15",NA,"s15",8,214,1971
"191",1971-08-03,"3",NA,"s3",8,215,1971
"192",1971-08-03,"6",NA,"s6",8,215,1971
"193",1971-08-03,"9",NA,"s9",8,215,1971
"194",1971-08-03,"13",NA,"s13",8,215,1971
"195",1971-08-03,"15",NA,"s15",8,215,1971
"196",1971-08-04,"21",NA,"s22",8,216,1971
"197",1971-08-04,"22",NA,"s22",8,216,1971
"198",1971-08-04,"24",NA,"s24",8,216,1971
"199",1971-08-04,"27",NA,"s27",8,216,1971
"200",1971-08-04,"30",NA,"s30",8,216,1971
"201",1971-08-04,"32",NA,"s32",8,216,1971
"202",1971-08-04,"34",NA,"s36",8,216,1971
"203",1971-08-04,"36",NA,"s36",8,216,1971
"204",1971-09-13,"21",NA,"s22",9,256,1971
"205",1971-09-13,"22",NA,"s22",9,256,1971
"206",1971-09-13,"24",NA,"s24",9,256,1971
"207",1971-09-13,"27",NA,"s27",9,256,1971
"208",1971-09-13,"30",NA,"s30",9,256,1971
"209",1971-09-13,"32",NA,"s32",9,256,1971
"210",1971-09-13,"34",NA,"s36",9,256,1971
"211",1971-09-13,"36",NA,"s36",9,256,1971
"212",1971-09-14,"3",NA,"s3",9,257,1971
"213",1971-09-14,"6",NA,"s6",9,257,1971
"214",1971-09-14,"9",NA,"s9",9,257,1971
"215",1971-09-14,"13",NA,"s13",9,257,1971
"216",1971-09-14,"15",NA,"s15",9,257,1971
"217",1971-09-17,"21",NA,"s22",9,260,1971
"218",1971-09-17,"22",NA,"s22",9,260,1971
"219",1971-09-17,"24",NA,"s24",9,260,1971
"220",1971-09-17,"27",NA,"s27",9,260,1971
"221",1971-09-17,"30",NA,"s30",9,260,1971
"222",1971-09-17,"32",NA,"s32",9,260,1971
"223",1971-09-17,"34",NA,"s36",9,260,1971
"224",1971-09-17,"36",NA,"s36",9,260,1971
"225",1971-09-23,"3",NA,"s3",9,266,1971
"226",1971-09-23,"6",NA,"s6",9,266,1971
"227",1971-09-23,"9",NA,"s9",9,266,1971
"228",1971-09-23,"13",NA,"s13",9,266,1971
"229",1971-09-23,"15",NA,"s15",9,266,1971
"230",1971-09-24,"21",NA,"s22",9,267,1971
"231",1971-09-24,"22",NA,"s22",9,267,1971
"232",1971-09-24,"24",NA,"s24",9,267,1971
"233",1971-09-24,"27",NA,"s27",9,267,1971
"234",1971-09-24,"30",NA,"s30",9,267,1971
"235",1971-09-24,"32",NA,"s32",9,267,1971
"236",1971-09-24,"34",NA,"s36",9,267,1971
"237",1971-09-24,"36",NA,"s36",9,267,1971
"238",1971-12-07,"3",NA,"s3",12,341,1971
"239",1971-12-07,"6",NA,"s6",12,341,1971
"240",1971-12-07,"9",NA,"s9",12,341,1971
"241",1971-12-07,"13",NA,"s13",12,341,1971
"242",1971-12-07,"15",NA,"s15",12,341,1971
"243",1971-12-07,"21",NA,"s22",12,341,1971
"244",1971-12-07,"22",NA,"s22",12,341,1971
"245",1971-12-07,"24",NA,"s24",12,341,1971
"246",1971-12-07,"27",NA,"s27",12,341,1971
"247",1971-12-08,"3",NA,"s3",12,342,1971
"248",1971-12-08,"6",NA,"s6",12,342,1971
"249",1971-12-08,"9",NA,"s9",12,342,1971
"250",1971-12-08,"13",NA,"s13",12,342,1971
"251",1971-12-08,"15",NA,"s15",12,342,1971
"252",1971-12-09,"18",NA,"s18",12,343,1971
"253",1971-12-09,"21",NA,"s22",12,343,1971
"254",1971-12-09,"22",NA,"s22",12,343,1971
"255",1971-12-09,"24",NA,"s24",12,343,1971
"256",1971-12-09,"27",NA,"s27",12,343,1971
"257",1971-12-09,"30",NA,"s30",12,343,1971
"258",1971-12-09,"32",NA,"s32",12,343,1971
"259",1971-12-09,"34",NA,"s36",12,343,1971
"260",1971-12-09,"36",NA,"s36",12,343,1971
"261",1972-02-01,"3",NA,"s3",2,32,1972
"262",1972-02-01,"6",NA,"s6",2,32,1972
"263",1972-02-01,"9",NA,"s9",2,32,1972
"264",1972-02-01,"13",NA,"s13",2,32,1972
"265",1972-02-01,"15",NA,"s15",2,32,1972
"266",1972-02-01,"21",NA,"s22",2,32,1972
"267",1972-02-01,"22",NA,"s22",2,32,1972
"268",1972-02-01,"24",NA,"s24",2,32,1972
"269",1972-02-01,"27",NA,"s27",2,32,1972
"270",1972-02-01,"30",NA,"s30",2,32,1972
"271",1972-02-02,"3",NA,"s3",2,33,1972
"272",1972-02-02,"6",NA,"s6",2,33,1972
"273",1972-02-02,"9",NA,"s9",2,33,1972
"274",1972-02-02,"13",NA,"s13",2,33,1972
"275",1972-02-02,"15",NA,"s15",2,33,1972
"276",1972-02-04,"21",NA,"s22",2,35,1972
"277",1972-02-04,"22",NA,"s22",2,35,1972
"278",1972-02-04,"24",NA,"s24",2,35,1972
"279",1972-02-04,"27",NA,"s27",2,35,1972
"280",1972-02-04,"30",NA,"s30",2,35,1972
"281",1972-02-04,"32",NA,"s32",2,35,1972
"282",1972-02-04,"34",NA,"s36",2,35,1972
"283",1972-02-04,"36",NA,"s36",2,35,1972
"284",1972-04-03,"21",20.2,"s22",4,94,1972
"285",1972-04-03,"22",19.9,"s22",4,94,1972
"286",1972-04-03,"24",20.5,"s24",4,94,1972
"287",1972-04-03,"27",20.7,"s27",4,94,1972
"288",1972-04-03,"30",30.1,"s30",4,94,1972
"289",1972-04-03,"32",45.6,"s32",4,94,1972
"290",1972-04-03,"34",123.3,"s36",4,94,1972
"291",1972-04-03,"36",189.1,"s36",4,94,1972
"292",1972-04-06,"3",15.1,"s3",4,97,1972
"293",1972-04-06,"6",20.9,"s6",4,97,1972
"294",1972-04-06,"9",30.2,"s9",4,97,1972
"295",1972-04-06,"13",NA,"s13",4,97,1972
"296",1972-04-06,"15",NA,"s15",4,97,1972
"297",1972-04-07,"3",15,"s3",4,98,1972
"298",1972-04-07,"6",29.2,"s6",4,98,1972
"299",1972-04-07,"9",27.6,"s9",4,98,1972
"300",1972-04-07,"13",NA,"s13",4,98,1972
"301",1972-04-07,"15",19.2,"s15",4,98,1972
"302",1972-04-11,"9",25.8,"s9",4,102,1972
"303",1972-04-11,"13",18.5,"s13",4,102,1972
"304",1972-04-11,"15",17.5,"s15",4,102,1972
"305",1972-04-13,"21",19.5,"s22",4,104,1972
"306",1972-04-13,"22",19.4,"s22",4,104,1972
"307",1972-04-13,"24",20.9,"s24",4,104,1972
"308",1972-04-13,"27",27.7,"s27",4,104,1972
"309",1972-04-13,"30",35.9,"s30",4,104,1972
"310",1972-04-13,"32",56.6,"s32",4,104,1972
"311",1972-04-13,"34",74.2,"s36",4,104,1972
"312",1972-04-13,"36",101.8,"s36",4,104,1972
"313",1972-06-14,"3",NA,"s3",6,166,1972
"314",1972-06-14,"6",NA,"s6",6,166,1972
"315",1972-06-14,"9",NA,"s9",6,166,1972
"316",1972-06-14,"13",NA,"s13",6,166,1972
"317",1972-06-14,"15",NA,"s15",6,166,1972
"318",1972-06-15,"3",NA,"s3",6,167,1972
"319",1972-06-15,"6",NA,"s6",6,167,1972
"320",1972-06-15,"9",NA,"s9",6,167,1972
"321",1972-06-15,"13",NA,"s13",6,167,1972
"322",1972-06-15,"15",NA,"s15",6,167,1972
"323",1972-06-15,"21",NA,"s22",6,167,1972
"324",1972-06-15,"22",NA,"s22",6,167,1972
"325",1972-06-15,"24",NA,"s24",6,167,1972
"326",1972-06-15,"27",NA,"s27",6,167,1972
"327",1972-06-15,"30",NA,"s30",6,167,1972
"328",1972-06-15,"32",NA,"s32",6,167,1972
"329",1972-06-15,"34",NA,"s36",6,167,1972
"330",1972-06-15,"36",NA,"s36",6,167,1972
"331",1972-06-16,"21",NA,"s22",6,168,1972
"332",1972-06-16,"22",NA,"s22",6,168,1972
"333",1972-06-16,"24",NA,"s24",6,168,1972
"334",1972-06-16,"27",NA,"s27",6,168,1972
"335",1972-06-16,"30",NA,"s30",6,168,1972
"336",1972-06-16,"32",NA,"s32",6,168,1972
"337",1972-06-16,"34",NA,"s36",6,168,1972
"338",1972-06-16,"36",NA,"s36",6,168,1972
"339",1972-06-29,"30",NA,"s30",6,181,1972
"340",1972-06-29,"32",NA,"s32",6,181,1972
"341",1972-06-29,"34",NA,"s36",6,181,1972
"342",1972-06-29,"36",NA,"s36",6,181,1972
"343",1972-07-27,"3",8.2,"s3",7,209,1972
"344",1972-07-27,"6",6.9,"s6",7,209,1972
"345",1972-07-27,"9",15.7,"s9",7,209,1972
"346",1972-07-27,"13",16.8,"s13",7,209,1972
"347",1972-07-27,"15",NA,"s15",7,209,1972
"348",1972-07-27,"21",NA,"s22",7,209,1972
"349",1972-07-27,"22",NA,"s22",7,209,1972
"350",1972-07-27,"24",NA,"s24",7,209,1972
"351",1972-07-27,"27",NA,"s27",7,209,1972
"352",1972-07-27,"30",30,"s30",7,209,1972
"353",1972-07-27,"32",93.3,"s32",7,209,1972
"354",1972-07-27,"34",NA,"s36",7,209,1972
"355",1972-07-27,"36",295,"s36",7,209,1972
"356",1972-07-28,"3",NA,"s3",7,210,1972
"357",1972-07-28,"6",NA,"s6",7,210,1972
"358",1972-07-28,"9",NA,"s9",7,210,1972
"359",1972-07-28,"13",NA,"s13",7,210,1972
"360",1972-07-28,"15",NA,"s15",7,210,1972
"361",1972-07-28,"21",NA,"s22",7,210,1972
"362",1972-07-28,"22",NA,"s22",7,210,1972
"363",1972-07-28,"24",NA,"s24",7,210,1972
"364",1972-07-28,"27",NA,"s27",7,210,1972
"365",1972-07-28,"30",NA,"s30",7,210,1972
"366",1972-08-03,"3",5.57,"s3",8,216,1972
"367",1972-08-03,"6",3.03,"s6",8,216,1972
"368",1972-08-03,"9",NA,"s9",8,216,1972
"369",1972-08-03,"13",16.74,"s13",8,216,1972
"370",1972-08-03,"15",15.83,"s15",8,216,1972
"371",1972-08-03,"21",17.3,"s22",8,216,1972
"372",1972-08-03,"22",15.78,"s22",8,216,1972
"373",1972-08-03,"24",19.06,"s24",8,216,1972
"374",1972-08-03,"27",22.9,"s27",8,216,1972
"375",1972-08-03,"30",23.5,"s30",8,216,1972
"376",1972-08-04,"3",6.7,"s3",8,217,1972
"377",1972-08-04,"6",NA,"s6",8,217,1972
"378",1972-08-04,"9",4.14,"s9",8,217,1972
"379",1972-08-04,"13",16.98,"s13",8,217,1972
"380",1972-08-04,"15",15.59,"s15",8,217,1972
"381",1972-08-08,"21",15.19,"s22",8,221,1972
"382",1972-08-08,"22",15.63,"s22",8,221,1972
"383",1972-08-08,"24",NA,"s24",8,221,1972
"384",1972-08-08,"27",NA,"s27",8,221,1972
"385",1972-08-08,"30",NA,"s30",8,221,1972
"386",1972-08-08,"32",NA,"s32",8,221,1972
"387",1972-08-08,"34",NA,"s36",8,221,1972
"388",1972-08-08,"36",NA,"s36",8,221,1972
"389",1972-08-09,"3",NA,"s3",8,222,1972
"390",1972-08-09,"6",NA,"s6",8,222,1972
"391",1972-08-09,"9",7.86,"s9",8,222,1972
"392",1972-08-09,"13",NA,"s13",8,222,1972
"393",1972-08-09,"15",15.49,"s15",8,222,1972
"394",1972-08-10,"3",NA,"s3",8,223,1972
"395",1972-08-10,"6",0.72,"s6",8,223,1972
"396",1972-08-10,"9",6.59,"s9",8,223,1972
"397",1972-08-10,"13",NA,"s13",8,223,1972
"398",1972-08-10,"15",NA,"s15",8,223,1972
"399",1972-08-11,"21",15.95,"s22",8,224,1972
"400",1972-08-11,"22",NA,"s22",8,224,1972
"401",1972-08-11,"24",21.96,"s24",8,224,1972
"402",1972-08-11,"27",28.57,"s27",8,224,1972
"403",1972-08-11,"30",NA,"s30",8,224,1972
"404",1972-08-11,"32",NA,"s32",8,224,1972
"405",1972-08-23,"3",0.3,"s3",8,236,1972
"406",1972-08-23,"6",0.8,"s6",8,236,1972
"407",1972-08-23,"9",10.4,"s9",8,236,1972
"408",1972-08-23,"13",17.3,"s13",8,236,1972
"409",1972-08-23,"15",15.7,"s15",8,236,1972
"410",1972-08-23,"18",15.4,"s18",8,236,1972
"411",1972-08-23,"21",16,"s22",8,236,1972
"412",1972-08-23,"22",17.7,"s22",8,236,1972
"413",1972-08-23,"24",21.2,"s24",8,236,1972
"414",1972-08-23,"27",18.6,"s27",8,236,1972
"415",1972-08-23,"30",19.5,"s30",8,236,1972
"416",1972-08-24,"3",0.6,"s3",8,237,1972
"417",1972-08-24,"6",NA,"s6",8,237,1972
"418",1972-08-24,"9",5.2,"s9",8,237,1972
"419",1972-08-24,"13",NA,"s13",8,237,1972
"420",1972-08-24,"15",NA,"s15",8,237,1972
"421",1972-08-25,"21",16.9,"s22",8,238,1972
"422",1972-08-25,"22",NA,"s22",8,238,1972
"423",1972-08-25,"24",20.6,"s24",8,238,1972
"424",1972-08-25,"27",15.8,"s27",8,238,1972
"425",1972-08-25,"30",15.5,"s30",8,238,1972
"426",1972-08-25,"32",46.6,"s32",8,238,1972
"427",1972-08-25,"34",NA,"s36",8,238,1972
"428",1972-08-25,"36",149.6,"s36",8,238,1972
"429",1972-09-12,"9",10.67,"s9",9,256,1972
"430",1972-09-12,"13",NA,"s13",9,256,1972
"431",1972-09-12,"15",NA,"s15",9,256,1972
"432",1972-09-12,"21",19.11,"s22",9,256,1972
"433",1972-09-12,"22",NA,"s22",9,256,1972
"434",1972-09-12,"24",19.81,"s24",9,256,1972
"435",1972-09-12,"27",20.42,"s27",9,256,1972
"436",1972-09-12,"30",NA,"s30",9,256,1972
"437",1972-09-13,"3",1.34,"s3",9,257,1972
"438",1972-09-13,"6",3.24,"s6",9,257,1972
"439",1972-09-13,"9",8.32,"s9",9,257,1972
"440",1972-09-14,"3",2.4,"s3",9,258,1972
"441",1972-09-14,"6",0.6,"s6",9,258,1972
"442",1972-09-14,"9",6.5,"s9",9,258,1972
"443",1972-09-14,"13",NA,"s13",9,258,1972
"444",1972-09-14,"15",NA,"s15",9,258,1972
"445",1972-09-14,"21",19.3,"s22",9,258,1972
"446",1972-09-14,"22",NA,"s22",9,258,1972
"447",1972-09-14,"24",18.6,"s24",9,258,1972
"448",1972-09-14,"27",24.4,"s27",9,258,1972
"449",1972-09-14,"30",21.7,"s30",9,258,1972
"450",1972-09-14,"32",21.8,"s32",9,258,1972
"451",1972-09-14,"34",NA,"s36",9,258,1972
"452",1972-09-14,"36",72.3,"s36",9,258,1972
"453",1972-09-19,"3",2,"s3",9,263,1972
"454",1972-09-19,"6",0.7,"s6",9,263,1972
"455",1972-09-19,"9",7.8,"s9",9,263,1972
"456",1972-09-19,"13",12.4,"s13",9,263,1972
"457",1972-09-19,"15",10.7,"s15",9,263,1972
"458",1972-09-19,"21",15.9,"s22",9,263,1972
"459",1972-09-19,"22",17.3,"s22",9,263,1972
"460",1972-09-19,"24",17.5,"s24",9,263,1972
"461",1972-09-19,"27",21.4,"s27",9,263,1972
"462",1972-09-19,"30",19.2,"s30",9,263,1972
"463",1972-09-20,"3",3.8,"s3",9,264,1972
"464",1972-09-20,"6",1.43,"s6",9,264,1972
"465",1972-09-21,"6",0.93,"s6",9,265,1972
"466",1972-09-21,"9",6.3,"s9",9,265,1972
"467",1972-09-21,"13",12.6,"s13",9,265,1972
"468",1972-09-21,"15",12.27,"s15",9,265,1972
"469",1972-09-22,"21",17.74,"s22",9,266,1972
"470",1972-09-22,"22",17.38,"s22",9,266,1972
"471",1972-09-22,"24",16.76,"s24",9,266,1972
"472",1972-09-22,"27",23.07,"s27",9,266,1972
"473",1972-09-22,"30",41.6,"s30",9,266,1972
"474",1972-09-22,"32",81.3,"s32",9,266,1972
"475",1972-09-22,"34",135.7,"s36",9,266,1972
"476",1972-09-22,"36",173.3,"s36",9,266,1972
"477",1972-09-26,"21",12.9,"s22",9,270,1972
"478",1972-09-26,"22",13.08,"s22",9,270,1972
"479",1972-09-26,"24",14.56,"s24",9,270,1972
"480",1972-09-26,"27",16.06,"s27",9,270,1972
"481",1972-09-26,"30",21.72,"s30",9,270,1972
"482",1972-09-26,"32",30.31,"s32",9,270,1972
"483",1972-09-26,"34",43.1,"s36",9,270,1972
"484",1972-09-26,"36",79.9,"s36",9,270,1972
"485",1972-10-02,"21",18.49,"s22",10,276,1972
"486",1972-10-02,"22",NA,"s22",10,276,1972
"487",1972-10-02,"24",18.7,"s24",10,276,1972
"488",1972-10-02,"27",20.8,"s27",10,276,1972
"489",1972-10-02,"30",36.4,"s30",10,276,1972
"490",1972-10-31,"22",23.4,"s22",10,305,1972
"491",1972-10-31,"24",26.5,"s24",10,305,1972
"492",1972-10-31,"27",33,"s27",10,305,1972
"493",1972-10-31,"30",39.6,"s30",10,305,1972
"494",1972-11-01,"3",16.7,"s3",11,306,1972
"495",1972-11-01,"6",22.2,"s6",11,306,1972
"496",1972-11-01,"9",27.1,"s9",11,306,1972
"497",1972-11-01,"13",24.1,"s13",11,306,1972
"498",1972-11-01,"15",NA,"s15",11,306,1972
"499",1972-11-02,"21",19.2,"s22",11,307,1972
"500",1972-11-02,"22",19.6,"s22",11,307,1972
"501",1972-11-02,"24",25.4,"s24",11,307,1972
"502",1972-11-02,"27",30.6,"s27",11,307,1972
"503",1972-11-02,"30",41.3,"s30",11,307,1972
"504",1972-11-02,"32",45.4,"s32",11,307,1972
"505",1972-11-02,"34",75.7,"s36",11,307,1972
"506",1972-11-02,"36",101.2,"s36",11,307,1972
"507",1972-12-11,"21",25.6,"s22",12,346,1972
"508",1972-12-11,"22",NA,"s22",12,346,1972
"509",1972-12-11,"24",29.4,"s24",12,346,1972
"510",1972-12-11,"27",36.6,"s27",12,346,1972
"511",1972-12-11,"30",46.9,"s30",12,346,1972
"512",1972-12-11,"32",68,"s32",12,346,1972
